1,1,1390.56,605.83,416.37,275.25,0.91,-1,-1,-1
1,2,1871.56,618.66,48.41,209.56,0.68,-1,-1,-1
1,3,1684.81,538.43,155.84,178.72,0.87,-1,-1,-1
1,4,1484.25,475.35,147.15,148.03,0.79,-1,-1,-1
1,5,1045.86,440.71,286.98,174.12,0.84,-1,-1,-1
1,6,1301.14,442.36,196.52,121.61,0.82,-1,-1,-1
1,7,872.12,375.41,181.70,120.32,0.91,-1,-1,-1
1,8,764.97,346.29,124.14,70.35,0.87,-1,-1,-1
1,9,701.08,311.66,82.06,66.08,0.41,-1,-1,-1
2,1,1390.55,605.86,416.38,275.20,0.92,-1,-1,-1
2,2,1871.56,618.67,48.40,209.24,0.68,-1,-1,-1
2,3,1684.80,538.43,155.84,178.72,0.87,-1,-1,-1
2,4,1484.24,475.35,147.16,148.05,0.79,-1,-1,-1
2,5,1045.86,440.70,286.99,174.16,0.84,-1,-1,-1
2,6,1301.20,442.29,196.47,121.70,0.82,-1,-1,-1
2,7,872.11,375.40,181.72,120.34,0.91,-1,-1,-1
2,8,764.98,346.29,124.12,70.34,0.87,-1,-1,-1
2,9,700.99,311.95,81.99,65.78,0.40,-1,-1,-1
3,1,1390.56,605.84,416.37,275.22,0.91,-1,-1,-1
3,2,1871.57,618.67,48.40,209.13,0.68,-1,-1,-1
3,3,1684.82,538.42,155.81,178.72,0.87,-1,-1,-1
3,4,1484.24,475.36,147.15,148.03,0.79,-1,-1,-1
3,5,1045.86,440.70,286.99,174.17,0.84,-1,-1,-1
3,6,1301.32,442.30,196.35,121.69,0.82,-1,-1,-1
3,7,872.10,375.41,181.72,120.33,0.91,-1,-1,-1
3,8,764.96,346.34,124.04,70.26,0.87,-1,-1,-1
3,9,700.79,312.16,82.05,65.56,0.43,-1,-1,-1
4,1,1390.54,605.87,416.39,275.16,0.91,-1,-1,-1
4,2,1871.58,618.67,48.39,209.09,0.68,-1,-1,-1
4,3,1684.80,538.42,155.83,178.73,0.87,-1,-1,-1
4,4,1484.22,475.35,147.15,148.02,0.79,-1,-1,-1
4,5,1045.86,440.71,287.00,174.15,0.84,-1,-1,-1
4,6,1301.15,442.37,196.51,121.62,0.82,-1,-1,-1
4,7,872.10,375.41,181.73,120.31,0.91,-1,-1,-1
4,8,764.96,346.39,124.03,70.18,0.87,-1,-1,-1
4,9,700.81,312.85,81.90,64.83,0.55,-1,-1,-1
5,1,1390.53,605.88,416.41,275.23,0.92,-1,-1,-1
5,2,1871.57,618.66,48.40,209.16,0.68,-1,-1,-1
5,3,1684.79,538.41,155.85,178.73,0.87,-1,-1,-1
5,4,1484.21,475.34,147.12,148.08,0.79,-1,-1,-1
5,5,1045.85,440.71,287.01,174.11,0.84,-1,-1,-1
5,6,1300.61,442.44,197.05,121.55,0.82,-1,-1,-1
5,7,872.10,375.42,181.74,120.29,0.91,-1,-1,-1
5,8,764.95,346.42,124.06,70.15,0.87,-1,-1,-1
5,9,700.82,312.84,81.97,64.80,0.58,-1,-1,-1
6,1,1390.53,605.89,416.42,275.24,0.91,-1,-1,-1
6,2,1871.57,618.67,48.40,209.25,0.68,-1,-1,-1
6,3,1684.73,538.38,155.92,178.77,0.87,-1,-1,-1
6,4,1484.22,475.33,147.15,148.15,0.79,-1,-1,-1
6,5,1045.84,440.73,287.02,174.06,0.84,-1,-1,-1
6,6,1300.19,442.55,197.47,121.44,0.83,-1,-1,-1
6,7,872.10,375.44,181.74,120.28,0.91,-1,-1,-1
6,8,764.96,346.44,124.10,70.14,0.87,-1,-1,-1
6,9,700.99,313.16,81.95,64.45,0.63,-1,-1,-1
7,1,1390.52,605.97,416.45,275.08,0.91,-1,-1,-1
7,2,1871.59,618.66,48.39,208.88,0.68,-1,-1,-1
7,3,1684.79,538.41,155.96,178.74,0.87,-1,-1,-1
7,4,1484.32,475.32,147.05,148.20,0.78,-1,-1,-1
7,5,1045.84,440.74,287.01,174.09,0.84,-1,-1,-1
7,6,1299.90,442.36,197.73,121.63,0.82,-1,-1,-1
7,7,872.09,375.42,181.77,120.20,0.90,-1,-1,-1
7,8,764.97,346.37,124.09,70.19,0.87,-1,-1,-1
7,9,701.28,313.43,81.80,64.15,0.67,-1,-1,-1
8,1,1390.53,605.99,416.46,275.00,0.91,-1,-1,-1
8,2,1871.60,618.67,48.38,208.64,0.68,-1,-1,-1
8,3,1684.81,538.44,155.98,178.71,0.87,-1,-1,-1
8,4,1484.36,475.32,147.02,148.19,0.78,-1,-1,-1
8,5,1045.85,440.73,287.00,174.10,0.84,-1,-1,-1
8,6,1300.14,442.29,197.54,121.68,0.83,-1,-1,-1
8,7,872.08,375.42,181.77,120.15,0.90,-1,-1,-1
8,8,765.01,346.33,124.04,70.22,0.87,-1,-1,-1
8,9,701.30,313.66,81.65,63.94,0.65,-1,-1,-1
9,1,1390.51,606.01,416.46,274.93,0.91,-1,-1,-1
9,2,1871.59,618.68,48.38,209.04,0.68,-1,-1,-1
9,3,1684.81,538.42,155.99,178.73,0.87,-1,-1,-1
9,4,1484.37,475.31,147.02,148.18,0.78,-1,-1,-1
9,5,1045.84,440.73,287.01,174.11,0.84,-1,-1,-1
9,6,1300.21,442.27,197.49,121.71,0.82,-1,-1,-1
9,7,872.08,375.41,181.78,120.16,0.90,-1,-1,-1
9,8,765.00,346.32,124.07,70.29,0.87,-1,-1,-1
9,9,701.46,313.91,81.68,63.71,0.67,-1,-1,-1
10,1,1390.52,606.02,416.45,275.10,0.91,-1,-1,-1
10,2,1871.60,618.68,48.37,209.13,0.68,-1,-1,-1
10,3,1684.79,538.40,156.05,178.74,0.87,-1,-1,-1
10,4,1484.37,475.31,147.03,148.19,0.78,-1,-1,-1
10,5,1045.84,440.72,287.01,174.12,0.84,-1,-1,-1
10,6,1300.58,442.36,197.12,121.62,0.82,-1,-1,-1
10,7,872.09,375.40,181.76,120.26,0.91,-1,-1,-1
10,8,765.01,346.34,124.07,70.28,0.87,-1,-1,-1
10,9,701.46,313.92,81.66,63.73,0.67,-1,-1,-1
11,1,1390.53,606.01,416.44,275.18,0.91,-1,-1,-1
11,2,1871.61,618.69,48.36,209.13,0.68,-1,-1,-1
11,3,1684.79,538.40,156.04,178.74,0.87,-1,-1,-1
11,4,1484.37,475.32,147.01,148.06,0.77,-1,-1,-1
11,5,1045.85,440.73,287.00,174.12,0.83,-1,-1,-1
11,6,1301.43,442.13,196.36,121.89,0.82,-1,-1,-1
11,7,872.10,375.41,181.73,120.27,0.91,-1,-1,-1
11,8,765.02,346.35,124.06,70.26,0.87,-1,-1,-1
11,9,701.54,314.00,81.61,63.69,0.67,-1,-1,-1
12,1,1390.53,606.00,416.43,275.22,0.91,-1,-1,-1
12,2,1871.59,618.68,48.38,209.08,0.68,-1,-1,-1
12,3,1684.75,538.41,155.98,178.73,0.87,-1,-1,-1
12,4,1484.36,475.32,147.03,148.03,0.76,-1,-1,-1
12,5,1045.86,440.73,286.99,174.11,0.83,-1,-1,-1
12,6,1301.44,441.87,196.38,122.17,0.82,-1,-1,-1
12,7,872.11,375.42,181.72,120.28,0.91,-1,-1,-1
12,8,765.02,346.35,124.14,70.31,0.88,-1,-1,-1
12,9,701.45,313.99,81.77,63.71,0.65,-1,-1,-1
13,1,1390.53,606.03,416.43,275.06,0.91,-1,-1,-1
13,2,1871.60,618.69,48.37,209.09,0.68,-1,-1,-1
13,3,1684.74,538.42,155.95,178.72,0.87,-1,-1,-1
13,4,1484.36,475.32,147.04,148.04,0.77,-1,-1,-1
13,5,1045.86,440.73,286.99,174.10,0.83,-1,-1,-1
13,6,1300.65,441.82,197.09,122.23,0.82,-1,-1,-1
13,7,872.11,375.40,181.71,120.29,0.91,-1,-1,-1
13,8,765.03,346.34,124.22,70.32,0.88,-1,-1,-1
13,9,701.47,314.16,81.82,63.52,0.66,-1,-1,-1
14,1,1390.52,606.02,416.44,275.03,0.91,-1,-1,-1
14,2,1871.60,618.69,48.37,209.08,0.68,-1,-1,-1
14,3,1684.72,538.41,155.96,178.73,0.87,-1,-1,-1
14,4,1484.35,475.31,147.07,148.06,0.77,-1,-1,-1
14,5,1045.84,440.76,287.01,174.08,0.83,-1,-1,-1
14,6,1299.77,441.86,197.94,122.19,0.82,-1,-1,-1
14,7,872.11,375.40,181.73,120.29,0.91,-1,-1,-1
